Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1766838177888,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,3.2014312744140625,2.4065780639648438,20.742782592773438,2.2164382934570313,2.2148056030273438,2.2131729125976563,2.210723876953125,2.2090911865234375,2.20745849609375,2.2050094604492188,2.2033767700195313,2.2025604248046875,2.4041290283203125,2.400054931640625,24.366119384765625,2.39678955078125,91.21994018554688,2.311920166015625,2.3094711303710938,2.3078384399414063,0,87072.78833007813,210339.6534423828,434.6512451171875,16788910080,13421772800,12659462144,4037799936
199,1766838177888,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,20.818313598632813,0,82.8494873046875,10.043838500976563,10.038970947265625,10.038970947265625,10.038970947265625,10.043838500976563,10.043838500976563,10.0487060546875,10.058448791503906,10.058448791503906,0,0,100,0,100,0,0,0,0,87072.80090332031,210339.6534423828,434.6512451171875,16788910080,13421772800,12659679232,4037799936
200,1766838178088,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,9.075431823730469,0,35.44457244873047,0,0,0,0,0,0,0,7.62982177734375,6.6285552978515625,1.2895965576171875,0,66.01182556152344,0,64.99491882324219,0,0.8066864013671875,0,0,87075.16424560547,210340.99102783203,434.6568603515625,16788910080,13421772800,12698886144,4213915648
200,1766838178288,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,43.98112106323242,0,43.49453353881836,0,0,0,0,0,0,0,0.0718841552734375,0,21.194137573242188,0.0058441162109375,74.8736343383789,0,72.2643814086914,0,1.451568603515625,0,0,87078.16198730469,210343.0298461914,434.6580810546875,16788910080,13421772800,12727869440,4225425408
200,1766838178489,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,50.25190734863281,0.17192840576171875,59.95888900756836,0.1685333251953125,0.16893768310546875,0.16878509521484375,0.16888427734375,0.16878509521484375,0.1669921875,0.16754150390625,0.413818359375,0.7871170043945313,32.48094940185547,0.23431396484375,83.46515655517578,0.47092437744140625,77.60272216796875,0.16778564453125,0.454681396484375,0.16350555419921875,0,87081.78973388672,210345.77319335938,434.66094970703125,16788910080,13421772800,12759314432,4239917056
200,1766838178690,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,17.19599151611328,0,35.672706604003906,0,0,0,0,0,0,0,0,0,0.37296295166015625,0,73.879150390625,0,66.00132751464844,0,0,0,0,87084.54260253906,210347.3744506836,434.66094970703125,16788910080,13421772800,12762124288,4241506304
200,1766838178890,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,38.80488204956055,0.576202392578125,38.916358947753906,0.6181411743164063,3.7316360473632813,1.044921875,0.7430419921875,0.7133865356445313,26.445327758789063,3.744873046875,40.392208099365234,54.25093078613281,24.38648223876953,0.5892333984375,78.03265380859375,5.273735046386719,63.56617736816406,0.7017059326171875,12.697677612304688,0.6097030639648438,0,87087.75189208984,210349.51495361328,434.66754150390625,16788910080,13421772800,12794945536,4900876288
200,1766838179090,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,41.20584487915039,0.01866912841796875,51.418128967285156,0.022613525390625,0.0159759521484375,0.015625,0.01552581787109375,0.01537322998046875,0.0152740478515625,0.0151214599609375,0.01507568359375,0.014923095703125,10.665740966796875,0.015228271484375,76.95172882080078,0.12424468994140625,69.12808990478516,0.042877197265625,0.129241943359375,0.06314849853515625,0,87090.98028564453,210351.7578125,434.66754150390625,16788910080,13421772800,12823080960,4909965312
200,1766838179291,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,52.78905487060547,0.07518768310546875,61.254886627197266,0.071197509765625,0.07109832763671875,0.07105255126953125,0.07094573974609375,0.0708465576171875,0.07074737548828125,0.07070159912109375,0.41248321533203125,0.08037567138671875,36.407081604003906,0.07503509521484375,81.8768539428711,1.725860595703125,82.9384536743164,0.12799072265625,17.40686798095703,0.0812225341796875,0,87095.79040527344,210355.55206298828,434.66754150390625,16788910080,13421772800,12848226304,4923154432
199,1766838179492,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,25.864723205566406,0,30.586044311523438,0,0,0,0,0,0.02368927001953125,0,3.3021163940429688,0.09356689453125,11.675102233886719,0,59.23850631713867,1.9628143310546875,71.1753158569336,0,12.900291442871094,0,0,87098.86303710938,210357.71685791016,434.66754150390625,16788910080,13421772800,12855627776,4926504960
